name	electrode_name	type	units	sampling_frequency
ch239	e239	n/a	V	-1.0
ch240	e240	n/a	V	-1.0
ch241	e241	n/a	V	-1.0
ch242	e242	n/a	V	-1.0
ch243	e243	n/a	V	-1.0
ch244	e244	n/a	V	-1.0
ch245	e245	n/a	V	-1.0
ch246	e246	n/a	V	-1.0
ch247	e247	n/a	V	-1.0
ch248	e248	n/a	V	-1.0
ch249	e249	n/a	V	-1.0
ch250	e250	n/a	V	-1.0
ch251	e251	n/a	V	-1.0
ch252	e252	n/a	V	-1.0
ch253	e253	n/a	V	-1.0
ch254	e254	n/a	V	-1.0
ch255	e255	n/a	V	-1.0
ch256	e256	n/a	V	-1.0
ch257	e257	n/a	V	-1.0
ch258	e258	n/a	V	-1.0
ch259	e259	n/a	V	-1.0
ch260	e260	n/a	V	-1.0
ch261	e261	n/a	V	-1.0
ch262	e262	n/a	V	-1.0
ch263	e263	n/a	V	-1.0
ch264	e264	n/a	V	-1.0
ch265	e265	n/a	V	-1.0
ch266	e266	n/a	V	-1.0
ch267	e267	n/a	V	-1.0
ch268	e268	n/a	V	-1.0
ch269	e269	n/a	V	-1.0
ch270	e270	n/a	V	-1.0
ch271	e271	n/a	V	-1.0
ch272	e272	n/a	V	-1.0
ch273	e273	n/a	V	-1.0
ch274	e274	n/a	V	-1.0
ch275	e275	n/a	V	-1.0
ch276	e276	n/a	V	-1.0
ch277	e277	n/a	V	-1.0
ch278	e278	n/a	V	-1.0
ch279	e279	n/a	V	-1.0
ch280	e280	n/a	V	-1.0
ch281	e281	n/a	V	-1.0
ch282	e282	n/a	V	-1.0
ch283	e283	n/a	V	-1.0
ch284	e284	n/a	V	-1.0
ch285	e285	n/a	V	-1.0
ch286	e286	n/a	V	-1.0
ch287	e287	n/a	V	-1.0
ch288	e288	n/a	V	-1.0
ch289	e289	n/a	V	-1.0
ch290	e290	n/a	V	-1.0
ch291	e291	n/a	V	-1.0
ch292	e292	n/a	V	-1.0
ch293	e293	n/a	V	-1.0
ch294	e294	n/a	V	-1.0
ch295	e295	n/a	V	-1.0
ch296	e296	n/a	V	-1.0
ch297	e297	n/a	V	-1.0
ch298	e298	n/a	V	-1.0
ch299	e299	n/a	V	-1.0
ch300	e300	n/a	V	-1.0
ch301	e301	n/a	V	-1.0
ch302	e302	n/a	V	-1.0
ch303	e303	n/a	V	-1.0
ch304	e304	n/a	V	-1.0
ch305	e305	n/a	V	-1.0
ch306	e306	n/a	V	-1.0
ch307	e307	n/a	V	-1.0
ch308	e308	n/a	V	-1.0
ch309	e309	n/a	V	-1.0
ch310	e310	n/a	V	-1.0
ch311	e311	n/a	V	-1.0
ch312	e312	n/a	V	-1.0
ch313	e313	n/a	V	-1.0
ch314	e314	n/a	V	-1.0
ch315	e315	n/a	V	-1.0
ch316	e316	n/a	V	-1.0
ch317	e317	n/a	V	-1.0
ch318	e318	n/a	V	-1.0
ch319	e319	n/a	V	-1.0
ch320	e320	n/a	V	-1.0
ch321	e321	n/a	V	-1.0
ch322	e322	n/a	V	-1.0
ch323	e323	n/a	V	-1.0
ch324	e324	n/a	V	-1.0
ch325	e325	n/a	V	-1.0
ch326	e326	n/a	V	-1.0
ch327	e327	n/a	V	-1.0
ch328	e328	n/a	V	-1.0
ch329	e329	n/a	V	-1.0
ch330	e330	n/a	V	-1.0
ch331	e331	n/a	V	-1.0
ch332	e332	n/a	V	-1.0
ch333	e333	n/a	V	-1.0
ch334	e334	n/a	V	-1.0
ch335	e335	n/a	V	-1.0
ch336	e336	n/a	V	-1.0
ch337	e337	n/a	V	-1.0
ch338	e338	n/a	V	-1.0
ch339	e339	n/a	V	-1.0
ch340	e340	n/a	V	-1.0
ch341	e341	n/a	V	-1.0
ch342	e342	n/a	V	-1.0
ch343	e343	n/a	V	-1.0
ch344	e344	n/a	V	-1.0
ch345	e345	n/a	V	-1.0
ch346	e346	n/a	V	-1.0
ch347	e347	n/a	V	-1.0
ch348	e348	n/a	V	-1.0
ch349	e349	n/a	V	-1.0
ch350	e350	n/a	V	-1.0
ch351	e351	n/a	V	-1.0
ch352	e352	n/a	V	-1.0
ch353	e353	n/a	V	-1.0
ch354	e354	n/a	V	-1.0
ch355	e355	n/a	V	-1.0
ch356	e356	n/a	V	-1.0
ch357	e357	n/a	V	-1.0
ch358	e358	n/a	V	-1.0
ch359	e359	n/a	V	-1.0
ch360	e360	n/a	V	-1.0
ch361	e361	n/a	V	-1.0
ch362	e362	n/a	V	-1.0
ch363	e363	n/a	V	-1.0
ch364	e364	n/a	V	-1.0
ch365	e365	n/a	V	-1.0
ch366	e366	n/a	V	-1.0
ch367	e367	n/a	V	-1.0
ch368	e368	n/a	V	-1.0
ch369	e369	n/a	V	-1.0
ch370	e370	n/a	V	-1.0
ch371	e371	n/a	V	-1.0
ch372	e372	n/a	V	-1.0
ch373	e373	n/a	V	-1.0
ch374	e374	n/a	V	-1.0
ch375	e375	n/a	V	-1.0
ch376	e376	n/a	V	-1.0
ch377	e377	n/a	V	-1.0
ch378	e378	n/a	V	-1.0
ch379	e379	n/a	V	-1.0
ch380	e380	n/a	V	-1.0
ch381	e381	n/a	V	-1.0
ch382	e382	n/a	V	-1.0
ch383	e383	n/a	V	-1.0
ch384	e384	n/a	V	-1.0
ch385	e385	n/a	V	-1.0
ch386	e386	n/a	V	-1.0
ch387	e387	n/a	V	-1.0
ch388	e388	n/a	V	-1.0
ch389	e389	n/a	V	-1.0
ch390	e390	n/a	V	-1.0
ch391	e391	n/a	V	-1.0
ch392	e392	n/a	V	-1.0
ch393	e393	n/a	V	-1.0
ch394	e394	n/a	V	-1.0
ch395	e395	n/a	V	-1.0
ch396	e396	n/a	V	-1.0
ch397	e397	n/a	V	-1.0
ch398	e398	n/a	V	-1.0
ch399	e399	n/a	V	-1.0
ch400	e400	n/a	V	-1.0
ch401	e401	n/a	V	-1.0
ch402	e402	n/a	V	-1.0
ch403	e403	n/a	V	-1.0
ch404	e404	n/a	V	-1.0
ch405	e405	n/a	V	-1.0
ch406	e406	n/a	V	-1.0
ch407	e407	n/a	V	-1.0
ch408	e408	n/a	V	-1.0
ch409	e409	n/a	V	-1.0
ch410	e410	n/a	V	-1.0
ch411	e411	n/a	V	-1.0
ch412	e412	n/a	V	-1.0
ch413	e413	n/a	V	-1.0
ch414	e414	n/a	V	-1.0
ch415	e415	n/a	V	-1.0
ch416	e416	n/a	V	-1.0
ch417	e417	n/a	V	-1.0
ch418	e418	n/a	V	-1.0
ch419	e419	n/a	V	-1.0
ch420	e420	n/a	V	-1.0
ch421	e421	n/a	V	-1.0
ch422	e422	n/a	V	-1.0
ch423	e423	n/a	V	-1.0
ch424	e424	n/a	V	-1.0
ch425	e425	n/a	V	-1.0
ch426	e426	n/a	V	-1.0
ch427	e427	n/a	V	-1.0
ch428	e428	n/a	V	-1.0
ch429	e429	n/a	V	-1.0
ch430	e430	n/a	V	-1.0
ch431	e431	n/a	V	-1.0
ch432	e432	n/a	V	-1.0
ch433	e433	n/a	V	-1.0
ch434	e434	n/a	V	-1.0
ch435	e435	n/a	V	-1.0
ch436	e436	n/a	V	-1.0
ch437	e437	n/a	V	-1.0
ch438	e438	n/a	V	-1.0
ch439	e439	n/a	V	-1.0
ch440	e440	n/a	V	-1.0
ch441	e441	n/a	V	-1.0
ch442	e442	n/a	V	-1.0
ch443	e443	n/a	V	-1.0
ch444	e444	n/a	V	-1.0
ch445	e445	n/a	V	-1.0
ch446	e446	n/a	V	-1.0
ch447	e447	n/a	V	-1.0
ch448	e448	n/a	V	-1.0
ch449	e449	n/a	V	-1.0
ch450	e450	n/a	V	-1.0
ch451	e451	n/a	V	-1.0
ch452	e452	n/a	V	-1.0
ch453	e453	n/a	V	-1.0
ch454	e454	n/a	V	-1.0
ch455	e455	n/a	V	-1.0
ch456	e456	n/a	V	-1.0
ch457	e457	n/a	V	-1.0
ch458	e458	n/a	V	-1.0
ch459	e459	n/a	V	-1.0
ch460	e460	n/a	V	-1.0
ch461	e461	n/a	V	-1.0
ch462	e462	n/a	V	-1.0
ch463	e463	n/a	V	-1.0
ch464	e464	n/a	V	-1.0
ch465	e465	n/a	V	-1.0
ch466	e466	n/a	V	-1.0
ch467	e467	n/a	V	-1.0
ch468	e468	n/a	V	-1.0
ch469	e469	n/a	V	-1.0
ch470	e470	n/a	V	-1.0
ch471	e471	n/a	V	-1.0
ch472	e472	n/a	V	-1.0
ch473	e473	n/a	V	-1.0
ch474	e474	n/a	V	-1.0
ch475	e475	n/a	V	-1.0
ch476	e476	n/a	V	-1.0
ch477	e477	n/a	V	-1.0
ch478	e478	n/a	V	-1.0
ch479	e479	n/a	V	-1.0
ch480	e480	n/a	V	-1.0
ch481	e481	n/a	V	-1.0
ch482	e482	n/a	V	-1.0
ch483	e483	n/a	V	-1.0
ch484	e484	n/a	V	-1.0
ch485	e485	n/a	V	-1.0
ch486	e486	n/a	V	-1.0
ch487	e487	n/a	V	-1.0
ch488	e488	n/a	V	-1.0
ch489	e489	n/a	V	-1.0
ch490	e490	n/a	V	-1.0
ch491	e491	n/a	V	-1.0
ch492	e492	n/a	V	-1.0
ch493	e493	n/a	V	-1.0
ch494	e494	n/a	V	-1.0
ch495	e495	n/a	V	-1.0
ch496	e496	n/a	V	-1.0
ch497	e497	n/a	V	-1.0
ch498	e498	n/a	V	-1.0
ch499	e499	n/a	V	-1.0
ch500	e500	n/a	V	-1.0
ch501	e501	n/a	V	-1.0
ch502	e502	n/a	V	-1.0
ch503	e503	n/a	V	-1.0
ch504	e504	n/a	V	-1.0
ch505	e505	n/a	V	-1.0
ch506	e506	n/a	V	-1.0
ch507	e507	n/a	V	-1.0
ch508	e508	n/a	V	-1.0
ch509	e509	n/a	V	-1.0
ch510	e510	n/a	V	-1.0
ch511	e511	n/a	V	-1.0
ch512	e512	n/a	V	-1.0
ch513	e513	n/a	V	-1.0
ch514	e514	n/a	V	-1.0
ch515	e515	n/a	V	-1.0
ch516	e516	n/a	V	-1.0
ch517	e517	n/a	V	-1.0
ch518	e518	n/a	V	-1.0
ch519	e519	n/a	V	-1.0
ch520	e520	n/a	V	-1.0
ch521	e521	n/a	V	-1.0
ch522	e522	n/a	V	-1.0
ch523	e523	n/a	V	-1.0
ch524	e524	n/a	V	-1.0
ch525	e525	n/a	V	-1.0
ch526	e526	n/a	V	-1.0
ch527	e527	n/a	V	-1.0
ch528	e528	n/a	V	-1.0
ch529	e529	n/a	V	-1.0
ch530	e530	n/a	V	-1.0
ch531	e531	n/a	V	-1.0
ch532	e532	n/a	V	-1.0
ch533	e533	n/a	V	-1.0
ch534	e534	n/a	V	-1.0
ch535	e535	n/a	V	-1.0
ch536	e536	n/a	V	-1.0
ch537	e537	n/a	V	-1.0
ch538	e538	n/a	V	-1.0
ch539	e539	n/a	V	-1.0
ch540	e540	n/a	V	-1.0
ch541	e541	n/a	V	-1.0
ch542	e542	n/a	V	-1.0
ch543	e543	n/a	V	-1.0
ch544	e544	n/a	V	-1.0
ch545	e545	n/a	V	-1.0
ch546	e546	n/a	V	-1.0
ch547	e547	n/a	V	-1.0
ch548	e548	n/a	V	-1.0
ch549	e549	n/a	V	-1.0
ch550	e550	n/a	V	-1.0
ch551	e551	n/a	V	-1.0
ch552	e552	n/a	V	-1.0
ch553	e553	n/a	V	-1.0
ch554	e554	n/a	V	-1.0
ch555	e555	n/a	V	-1.0
ch556	e556	n/a	V	-1.0
ch557	e557	n/a	V	-1.0
ch558	e558	n/a	V	-1.0
ch559	e559	n/a	V	-1.0
ch560	e560	n/a	V	-1.0
ch561	e561	n/a	V	-1.0
ch562	e562	n/a	V	-1.0
ch563	e563	n/a	V	-1.0
ch564	e564	n/a	V	-1.0
ch565	e565	n/a	V	-1.0
ch566	e566	n/a	V	-1.0
ch567	e567	n/a	V	-1.0
ch568	e568	n/a	V	-1.0
ch569	e569	n/a	V	-1.0
ch570	e570	n/a	V	-1.0
ch571	e571	n/a	V	-1.0
ch572	e572	n/a	V	-1.0
ch573	e573	n/a	V	-1.0
ch574	e574	n/a	V	-1.0
ch575	e575	n/a	V	-1.0
ch576	e576	n/a	V	-1.0
ch577	e577	n/a	V	-1.0
ch578	e578	n/a	V	-1.0
ch579	e579	n/a	V	-1.0
ch580	e580	n/a	V	-1.0
ch581	e581	n/a	V	-1.0
ch582	e582	n/a	V	-1.0
ch583	e583	n/a	V	-1.0
ch584	e584	n/a	V	-1.0
ch585	e585	n/a	V	-1.0
ch586	e586	n/a	V	-1.0
ch587	e587	n/a	V	-1.0
ch588	e588	n/a	V	-1.0
ch589	e589	n/a	V	-1.0
ch590	e590	n/a	V	-1.0
ch591	e591	n/a	V	-1.0
ch592	e592	n/a	V	-1.0
ch593	e593	n/a	V	-1.0
ch594	e594	n/a	V	-1.0
ch595	e595	n/a	V	-1.0
ch596	e596	n/a	V	-1.0
ch597	e597	n/a	V	-1.0
ch598	e598	n/a	V	-1.0
ch599	e599	n/a	V	-1.0
ch600	e600	n/a	V	-1.0
ch601	e601	n/a	V	-1.0
ch602	e602	n/a	V	-1.0
ch603	e603	n/a	V	-1.0
ch604	e604	n/a	V	-1.0
ch605	e605	n/a	V	-1.0
ch606	e606	n/a	V	-1.0
ch607	e607	n/a	V	-1.0
ch608	e608	n/a	V	-1.0
ch609	e609	n/a	V	-1.0
ch610	e610	n/a	V	-1.0
ch611	e611	n/a	V	-1.0
ch612	e612	n/a	V	-1.0
ch613	e613	n/a	V	-1.0
ch614	e614	n/a	V	-1.0
ch615	e615	n/a	V	-1.0
ch616	e616	n/a	V	-1.0
ch617	e617	n/a	V	-1.0
ch618	e618	n/a	V	-1.0
ch619	e619	n/a	V	-1.0
ch620	e620	n/a	V	-1.0
ch621	e621	n/a	V	-1.0
ch622	e622	n/a	V	-1.0
ch623	e623	n/a	V	-1.0
ch624	e624	n/a	V	-1.0
ch625	e625	n/a	V	-1.0
ch626	e626	n/a	V	-1.0
ch627	e627	n/a	V	-1.0
ch628	e628	n/a	V	-1.0
ch629	e629	n/a	V	-1.0
ch630	e630	n/a	V	-1.0
ch631	e631	n/a	V	-1.0
ch632	e632	n/a	V	-1.0
ch633	e633	n/a	V	-1.0
ch634	e634	n/a	V	-1.0
ch635	e635	n/a	V	-1.0
ch636	e636	n/a	V	-1.0
ch637	e637	n/a	V	-1.0
ch638	e638	n/a	V	-1.0
ch639	e639	n/a	V	-1.0
ch640	e640	n/a	V	-1.0
ch641	e641	n/a	V	-1.0
ch642	e642	n/a	V	-1.0
ch643	e643	n/a	V	-1.0
ch644	e644	n/a	V	-1.0
ch645	e645	n/a	V	-1.0
ch646	e646	n/a	V	-1.0
ch647	e647	n/a	V	-1.0
ch648	e648	n/a	V	-1.0
ch649	e649	n/a	V	-1.0
ch650	e650	n/a	V	-1.0
ch651	e651	n/a	V	-1.0
ch652	e652	n/a	V	-1.0
ch653	e653	n/a	V	-1.0
ch654	e654	n/a	V	-1.0
ch655	e655	n/a	V	-1.0
ch656	e656	n/a	V	-1.0
ch657	e657	n/a	V	-1.0
ch658	e658	n/a	V	-1.0
ch659	e659	n/a	V	-1.0
ch660	e660	n/a	V	-1.0
ch661	e661	n/a	V	-1.0
ch662	e662	n/a	V	-1.0
ch663	e663	n/a	V	-1.0
ch664	e664	n/a	V	-1.0
ch665	e665	n/a	V	-1.0
ch666	e666	n/a	V	-1.0
ch667	e667	n/a	V	-1.0
ch668	e668	n/a	V	-1.0
ch669	e669	n/a	V	-1.0
ch670	e670	n/a	V	-1.0
ch671	e671	n/a	V	-1.0
ch672	e672	n/a	V	-1.0
ch673	e673	n/a	V	-1.0
ch674	e674	n/a	V	-1.0
ch675	e675	n/a	V	-1.0
ch676	e676	n/a	V	-1.0
ch677	e677	n/a	V	-1.0
ch678	e678	n/a	V	-1.0
ch679	e679	n/a	V	-1.0
ch680	e680	n/a	V	-1.0
ch681	e681	n/a	V	-1.0
ch682	e682	n/a	V	-1.0
ch683	e683	n/a	V	-1.0
ch684	e684	n/a	V	-1.0
ch685	e685	n/a	V	-1.0
ch686	e686	n/a	V	-1.0
ch687	e687	n/a	V	-1.0
ch688	e688	n/a	V	-1.0
ch689	e689	n/a	V	-1.0
ch690	e690	n/a	V	-1.0
ch691	e691	n/a	V	-1.0
ch692	e692	n/a	V	-1.0
ch693	e693	n/a	V	-1.0
ch694	e694	n/a	V	-1.0
ch695	e695	n/a	V	-1.0
ch696	e696	n/a	V	-1.0
ch697	e697	n/a	V	-1.0
ch698	e698	n/a	V	-1.0
ch699	e699	n/a	V	-1.0
ch700	e700	n/a	V	-1.0
ch701	e701	n/a	V	-1.0
ch702	e702	n/a	V	-1.0
ch703	e703	n/a	V	-1.0
ch704	e704	n/a	V	-1.0
ch705	e705	n/a	V	-1.0
ch706	e706	n/a	V	-1.0
ch707	e707	n/a	V	-1.0
ch708	e708	n/a	V	-1.0
ch709	e709	n/a	V	-1.0
ch710	e710	n/a	V	-1.0
ch711	e711	n/a	V	-1.0
ch712	e712	n/a	V	-1.0
ch713	e713	n/a	V	-1.0
ch714	e714	n/a	V	-1.0
ch715	e715	n/a	V	-1.0
ch716	e716	n/a	V	-1.0
ch717	e717	n/a	V	-1.0
ch718	e718	n/a	V	-1.0
ch719	e719	n/a	V	-1.0
ch720	e720	n/a	V	-1.0
ch721	e721	n/a	V	-1.0
ch722	e722	n/a	V	-1.0
ch723	e723	n/a	V	-1.0
ch724	e724	n/a	V	-1.0
ch725	e725	n/a	V	-1.0
ch726	e726	n/a	V	-1.0
ch727	e727	n/a	V	-1.0
ch728	e728	n/a	V	-1.0
ch729	e729	n/a	V	-1.0
ch730	e730	n/a	V	-1.0
ch731	e731	n/a	V	-1.0
ch732	e732	n/a	V	-1.0
ch733	e733	n/a	V	-1.0
ch734	e734	n/a	V	-1.0
ch735	e735	n/a	V	-1.0
ch736	e736	n/a	V	-1.0
ch737	e737	n/a	V	-1.0
ch738	e738	n/a	V	-1.0
ch739	e739	n/a	V	-1.0
ch740	e740	n/a	V	-1.0
ch741	e741	n/a	V	-1.0
ch742	e742	n/a	V	-1.0
ch743	e743	n/a	V	-1.0
ch744	e744	n/a	V	-1.0
ch745	e745	n/a	V	-1.0
ch746	e746	n/a	V	-1.0
ch747	e747	n/a	V	-1.0
ch748	e748	n/a	V	-1.0
ch749	e749	n/a	V	-1.0
ch750	e750	n/a	V	-1.0
ch751	e751	n/a	V	-1.0
ch752	e752	n/a	V	-1.0
ch753	e753	n/a	V	-1.0
ch754	e754	n/a	V	-1.0
ch755	e755	n/a	V	-1.0
ch756	e756	n/a	V	-1.0
ch757	e757	n/a	V	-1.0
ch758	e758	n/a	V	-1.0
ch759	e759	n/a	V	-1.0
ch760	e760	n/a	V	-1.0
ch761	e761	n/a	V	-1.0
ch762	e762	n/a	V	-1.0
ch763	e763	n/a	V	-1.0
ch764	e764	n/a	V	-1.0
ch765	e765	n/a	V	-1.0
ch766	e766	n/a	V	-1.0
ch767	e767	n/a	V	-1.0
ch768	e768	n/a	V	-1.0
ch769	e769	n/a	V	-1.0
ch770	e770	n/a	V	-1.0
ch771	e771	n/a	V	-1.0
ch772	e772	n/a	V	-1.0
ch773	e773	n/a	V	-1.0
ch774	e774	n/a	V	-1.0
