name	electrode_name	type	units
ch114	e114	n/a	V
ch115	e115	n/a	V
ch116	e116	n/a	V
ch117	e117	n/a	V
ch118	e118	n/a	V
ch119	e119	n/a	V
ch120	e120	n/a	V
ch121	e121	n/a	V
ch122	e122	n/a	V
ch123	e123	n/a	V
ch124	e124	n/a	V
ch125	e125	n/a	V
ch126	e126	n/a	V
ch127	e127	n/a	V
ch128	e128	n/a	V
ch129	e129	n/a	V
ch130	e130	n/a	V
ch131	e131	n/a	V
ch132	e132	n/a	V
ch133	e133	n/a	V
ch134	e134	n/a	V
ch135	e135	n/a	V
ch136	e136	n/a	V
ch137	e137	n/a	V
ch138	e138	n/a	V
ch139	e139	n/a	V
ch140	e140	n/a	V
ch141	e141	n/a	V
ch142	e142	n/a	V
ch143	e143	n/a	V
ch144	e144	n/a	V
ch145	e145	n/a	V
ch146	e146	n/a	V
ch147	e147	n/a	V
ch148	e148	n/a	V
ch149	e149	n/a	V
ch150	e150	n/a	V
ch151	e151	n/a	V
ch152	e152	n/a	V
ch153	e153	n/a	V
ch154	e154	n/a	V
ch155	e155	n/a	V
ch156	e156	n/a	V
ch157	e157	n/a	V
ch158	e158	n/a	V
ch159	e159	n/a	V
ch160	e160	n/a	V
ch161	e161	n/a	V
ch162	e162	n/a	V
ch163	e163	n/a	V
ch164	e164	n/a	V
ch165	e165	n/a	V
ch166	e166	n/a	V
ch167	e167	n/a	V
ch168	e168	n/a	V
ch169	e169	n/a	V
ch170	e170	n/a	V
ch171	e171	n/a	V
ch172	e172	n/a	V
ch173	e173	n/a	V
ch174	e174	n/a	V
ch175	e175	n/a	V
ch176	e176	n/a	V
ch177	e177	n/a	V
ch178	e178	n/a	V
ch179	e179	n/a	V
ch180	e180	n/a	V
ch181	e181	n/a	V
ch182	e182	n/a	V
ch183	e183	n/a	V
ch184	e184	n/a	V
ch185	e185	n/a	V
ch186	e186	n/a	V
ch187	e187	n/a	V
ch188	e188	n/a	V
ch189	e189	n/a	V
ch190	e190	n/a	V
ch191	e191	n/a	V
ch192	e192	n/a	V
ch193	e193	n/a	V
ch194	e194	n/a	V
ch195	e195	n/a	V
ch196	e196	n/a	V
ch197	e197	n/a	V
ch198	e198	n/a	V
ch199	e199	n/a	V
ch200	e200	n/a	V
ch201	e201	n/a	V
ch202	e202	n/a	V
ch203	e203	n/a	V
ch204	e204	n/a	V
ch205	e205	n/a	V
ch206	e206	n/a	V
ch207	e207	n/a	V
ch208	e208	n/a	V
ch209	e209	n/a	V
ch210	e210	n/a	V
ch211	e211	n/a	V
ch212	e212	n/a	V
ch213	e213	n/a	V
ch214	e214	n/a	V
ch215	e215	n/a	V
ch216	e216	n/a	V
ch217	e217	n/a	V
ch218	e218	n/a	V
ch219	e219	n/a	V
ch220	e220	n/a	V
ch221	e221	n/a	V
ch222	e222	n/a	V
ch223	e223	n/a	V
ch224	e224	n/a	V
ch225	e225	n/a	V
ch226	e226	n/a	V
ch227	e227	n/a	V
ch228	e228	n/a	V
ch229	e229	n/a	V
ch230	e230	n/a	V
ch231	e231	n/a	V
ch232	e232	n/a	V
ch233	e233	n/a	V
ch234	e234	n/a	V
ch235	e235	n/a	V
ch236	e236	n/a	V
ch237	e237	n/a	V
ch238	e238	n/a	V
ch239	e239	n/a	V
ch240	e240	n/a	V
ch241	e241	n/a	V
ch242	e242	n/a	V
ch243	e243	n/a	V
ch244	e244	n/a	V
ch245	e245	n/a	V
ch246	e246	n/a	V
ch247	e247	n/a	V
ch248	e248	n/a	V
ch249	e249	n/a	V
ch250	e250	n/a	V
ch251	e251	n/a	V
ch252	e252	n/a	V
ch253	e253	n/a	V
ch254	e254	n/a	V
ch255	e255	n/a	V
ch256	e256	n/a	V
ch257	e257	n/a	V
ch258	e258	n/a	V
ch259	e259	n/a	V
ch260	e260	n/a	V
ch261	e261	n/a	V
ch262	e262	n/a	V
ch263	e263	n/a	V
ch264	e264	n/a	V
ch265	e265	n/a	V
ch266	e266	n/a	V
ch267	e267	n/a	V
ch268	e268	n/a	V
ch269	e269	n/a	V
ch270	e270	n/a	V
ch271	e271	n/a	V
ch272	e272	n/a	V
ch273	e273	n/a	V
ch274	e274	n/a	V
ch275	e275	n/a	V
ch276	e276	n/a	V
ch277	e277	n/a	V
ch278	e278	n/a	V
ch279	e279	n/a	V
ch280	e280	n/a	V
ch281	e281	n/a	V
ch282	e282	n/a	V
ch283	e283	n/a	V
ch284	e284	n/a	V
ch285	e285	n/a	V
ch286	e286	n/a	V
ch287	e287	n/a	V
ch288	e288	n/a	V
ch289	e289	n/a	V
ch290	e290	n/a	V
ch291	e291	n/a	V
ch292	e292	n/a	V
ch293	e293	n/a	V
ch294	e294	n/a	V
ch295	e295	n/a	V
ch296	e296	n/a	V
ch297	e297	n/a	V
ch298	e298	n/a	V
ch299	e299	n/a	V
ch300	e300	n/a	V
ch301	e301	n/a	V
ch302	e302	n/a	V
ch303	e303	n/a	V
ch304	e304	n/a	V
ch305	e305	n/a	V
ch306	e306	n/a	V
ch307	e307	n/a	V
ch308	e308	n/a	V
ch309	e309	n/a	V
ch310	e310	n/a	V
ch311	e311	n/a	V
ch312	e312	n/a	V
ch313	e313	n/a	V
ch314	e314	n/a	V
ch315	e315	n/a	V
ch316	e316	n/a	V
ch317	e317	n/a	V
ch318	e318	n/a	V
ch319	e319	n/a	V
ch320	e320	n/a	V
ch321	e321	n/a	V
ch322	e322	n/a	V
ch323	e323	n/a	V
ch324	e324	n/a	V
ch325	e325	n/a	V
ch326	e326	n/a	V
ch327	e327	n/a	V
ch328	e328	n/a	V
ch329	e329	n/a	V
ch330	e330	n/a	V
ch331	e331	n/a	V
ch332	e332	n/a	V
ch333	e333	n/a	V
ch334	e334	n/a	V
ch335	e335	n/a	V
ch336	e336	n/a	V
ch337	e337	n/a	V
ch338	e338	n/a	V
ch339	e339	n/a	V
ch340	e340	n/a	V
ch341	e341	n/a	V
ch342	e342	n/a	V
ch343	e343	n/a	V
ch344	e344	n/a	V
ch345	e345	n/a	V
ch346	e346	n/a	V
ch347	e347	n/a	V
ch348	e348	n/a	V
ch349	e349	n/a	V
ch350	e350	n/a	V
ch351	e351	n/a	V
ch352	e352	n/a	V
ch353	e353	n/a	V
ch354	e354	n/a	V
ch355	e355	n/a	V
ch356	e356	n/a	V
ch357	e357	n/a	V
ch358	e358	n/a	V
ch359	e359	n/a	V
ch360	e360	n/a	V
ch361	e361	n/a	V
ch362	e362	n/a	V
ch363	e363	n/a	V
ch364	e364	n/a	V
ch365	e365	n/a	V
ch366	e366	n/a	V
ch367	e367	n/a	V
ch368	e368	n/a	V
ch369	e369	n/a	V
ch370	e370	n/a	V
ch371	e371	n/a	V
ch372	e372	n/a	V
ch373	e373	n/a	V
ch374	e374	n/a	V
ch375	e375	n/a	V
ch376	e376	n/a	V
ch377	e377	n/a	V
ch378	e378	n/a	V
ch379	e379	n/a	V
ch380	e380	n/a	V
ch381	e381	n/a	V
ch382	e382	n/a	V
ch383	e383	n/a	V
ch384	e384	n/a	V
ch385	e385	n/a	V
ch386	e386	n/a	V
ch387	e387	n/a	V
ch388	e388	n/a	V
ch389	e389	n/a	V
ch390	e390	n/a	V
ch391	e391	n/a	V
ch392	e392	n/a	V
ch393	e393	n/a	V
ch394	e394	n/a	V
ch395	e395	n/a	V
ch396	e396	n/a	V
ch397	e397	n/a	V
ch398	e398	n/a	V
ch399	e399	n/a	V
ch400	e400	n/a	V
ch401	e401	n/a	V
ch402	e402	n/a	V
ch403	e403	n/a	V
ch404	e404	n/a	V
ch405	e405	n/a	V
ch406	e406	n/a	V
ch407	e407	n/a	V
ch408	e408	n/a	V
ch409	e409	n/a	V
ch410	e410	n/a	V
ch411	e411	n/a	V
ch412	e412	n/a	V
ch413	e413	n/a	V
ch414	e414	n/a	V
ch415	e415	n/a	V
ch416	e416	n/a	V
ch417	e417	n/a	V
ch418	e418	n/a	V
ch419	e419	n/a	V
ch420	e420	n/a	V
ch421	e421	n/a	V
ch422	e422	n/a	V
ch423	e423	n/a	V
ch424	e424	n/a	V
ch425	e425	n/a	V
ch426	e426	n/a	V
ch427	e427	n/a	V
ch428	e428	n/a	V
ch429	e429	n/a	V
ch430	e430	n/a	V
ch431	e431	n/a	V
ch432	e432	n/a	V
ch433	e433	n/a	V
ch434	e434	n/a	V
ch435	e435	n/a	V
ch436	e436	n/a	V
ch437	e437	n/a	V
ch438	e438	n/a	V
ch439	e439	n/a	V
ch440	e440	n/a	V
ch441	e441	n/a	V
ch442	e442	n/a	V
ch443	e443	n/a	V
ch444	e444	n/a	V
ch445	e445	n/a	V
ch446	e446	n/a	V
ch447	e447	n/a	V
ch448	e448	n/a	V
ch449	e449	n/a	V
ch450	e450	n/a	V
ch451	e451	n/a	V
ch452	e452	n/a	V
ch453	e453	n/a	V
ch454	e454	n/a	V
ch455	e455	n/a	V
ch456	e456	n/a	V
ch457	e457	n/a	V
ch458	e458	n/a	V
ch459	e459	n/a	V
ch460	e460	n/a	V
ch461	e461	n/a	V
ch462	e462	n/a	V
ch463	e463	n/a	V
ch464	e464	n/a	V
ch465	e465	n/a	V
ch466	e466	n/a	V
ch467	e467	n/a	V
ch468	e468	n/a	V
ch469	e469	n/a	V
ch470	e470	n/a	V
ch471	e471	n/a	V
ch472	e472	n/a	V
ch473	e473	n/a	V
ch474	e474	n/a	V
ch475	e475	n/a	V
ch476	e476	n/a	V
ch477	e477	n/a	V
ch478	e478	n/a	V
ch479	e479	n/a	V
ch480	e480	n/a	V
ch481	e481	n/a	V
ch482	e482	n/a	V
ch483	e483	n/a	V
ch484	e484	n/a	V
ch485	e485	n/a	V
ch486	e486	n/a	V
ch487	e487	n/a	V
ch488	e488	n/a	V
ch489	e489	n/a	V
ch490	e490	n/a	V
ch491	e491	n/a	V
ch492	e492	n/a	V
ch493	e493	n/a	V
ch494	e494	n/a	V
ch495	e495	n/a	V
ch496	e496	n/a	V
ch497	e497	n/a	V
ch498	e498	n/a	V
ch499	e499	n/a	V
ch500	e500	n/a	V
ch501	e501	n/a	V
ch502	e502	n/a	V
ch503	e503	n/a	V
ch504	e504	n/a	V
ch505	e505	n/a	V
ch506	e506	n/a	V
ch507	e507	n/a	V
ch508	e508	n/a	V
ch509	e509	n/a	V
ch510	e510	n/a	V
ch511	e511	n/a	V
ch512	e512	n/a	V
ch513	e513	n/a	V
ch514	e514	n/a	V
ch515	e515	n/a	V
ch516	e516	n/a	V
ch517	e517	n/a	V
ch518	e518	n/a	V
ch519	e519	n/a	V
ch520	e520	n/a	V
ch521	e521	n/a	V
ch522	e522	n/a	V
ch523	e523	n/a	V
ch524	e524	n/a	V
ch525	e525	n/a	V
ch526	e526	n/a	V
ch527	e527	n/a	V
ch528	e528	n/a	V
ch529	e529	n/a	V
ch530	e530	n/a	V
ch531	e531	n/a	V
ch532	e532	n/a	V
ch533	e533	n/a	V
ch534	e534	n/a	V
ch535	e535	n/a	V
ch536	e536	n/a	V
ch537	e537	n/a	V
ch538	e538	n/a	V
ch539	e539	n/a	V
ch540	e540	n/a	V
ch541	e541	n/a	V
ch542	e542	n/a	V
ch543	e543	n/a	V
ch544	e544	n/a	V
ch545	e545	n/a	V
ch546	e546	n/a	V
ch547	e547	n/a	V
ch548	e548	n/a	V
ch549	e549	n/a	V
ch550	e550	n/a	V
ch551	e551	n/a	V
ch552	e552	n/a	V
ch553	e553	n/a	V
ch554	e554	n/a	V
ch555	e555	n/a	V
ch556	e556	n/a	V
ch557	e557	n/a	V
ch558	e558	n/a	V
ch559	e559	n/a	V
ch560	e560	n/a	V
ch561	e561	n/a	V
ch562	e562	n/a	V
ch563	e563	n/a	V
ch564	e564	n/a	V
ch565	e565	n/a	V
ch566	e566	n/a	V
ch567	e567	n/a	V
ch568	e568	n/a	V
ch569	e569	n/a	V
ch570	e570	n/a	V
ch571	e571	n/a	V
ch572	e572	n/a	V
ch573	e573	n/a	V
ch574	e574	n/a	V
ch575	e575	n/a	V
ch576	e576	n/a	V
ch577	e577	n/a	V
ch578	e578	n/a	V
ch579	e579	n/a	V
ch580	e580	n/a	V
ch581	e581	n/a	V
ch582	e582	n/a	V
ch583	e583	n/a	V
ch584	e584	n/a	V
ch585	e585	n/a	V
ch586	e586	n/a	V
ch587	e587	n/a	V
ch588	e588	n/a	V
ch589	e589	n/a	V
ch590	e590	n/a	V
ch591	e591	n/a	V
ch592	e592	n/a	V
ch593	e593	n/a	V
ch594	e594	n/a	V
ch595	e595	n/a	V
ch596	e596	n/a	V
ch597	e597	n/a	V
ch598	e598	n/a	V
ch599	e599	n/a	V
ch600	e600	n/a	V
ch601	e601	n/a	V
ch602	e602	n/a	V
ch603	e603	n/a	V
ch604	e604	n/a	V
ch605	e605	n/a	V
ch606	e606	n/a	V
ch607	e607	n/a	V
ch608	e608	n/a	V
ch609	e609	n/a	V
ch610	e610	n/a	V
ch611	e611	n/a	V
ch612	e612	n/a	V
ch613	e613	n/a	V
ch614	e614	n/a	V
ch615	e615	n/a	V
ch616	e616	n/a	V
ch617	e617	n/a	V
ch618	e618	n/a	V
ch619	e619	n/a	V
ch620	e620	n/a	V
ch621	e621	n/a	V
ch622	e622	n/a	V
ch623	e623	n/a	V
ch624	e624	n/a	V
ch625	e625	n/a	V
ch626	e626	n/a	V
ch627	e627	n/a	V
ch628	e628	n/a	V
ch629	e629	n/a	V
ch630	e630	n/a	V
ch631	e631	n/a	V
ch632	e632	n/a	V
ch633	e633	n/a	V
ch634	e634	n/a	V
ch635	e635	n/a	V
ch636	e636	n/a	V
ch637	e637	n/a	V
ch638	e638	n/a	V
ch639	e639	n/a	V
ch640	e640	n/a	V
ch641	e641	n/a	V
ch642	e642	n/a	V
ch643	e643	n/a	V
ch644	e644	n/a	V
ch645	e645	n/a	V
ch646	e646	n/a	V
ch647	e647	n/a	V
ch648	e648	n/a	V
ch649	e649	n/a	V
ch650	e650	n/a	V
ch651	e651	n/a	V
ch652	e652	n/a	V
ch653	e653	n/a	V
ch654	e654	n/a	V
ch655	e655	n/a	V
ch656	e656	n/a	V
ch657	e657	n/a	V
ch658	e658	n/a	V
ch659	e659	n/a	V
ch660	e660	n/a	V
ch661	e661	n/a	V
ch662	e662	n/a	V
ch663	e663	n/a	V
ch664	e664	n/a	V
ch665	e665	n/a	V
ch666	e666	n/a	V
ch667	e667	n/a	V
ch668	e668	n/a	V
ch669	e669	n/a	V
ch670	e670	n/a	V
ch671	e671	n/a	V
ch672	e672	n/a	V
ch673	e673	n/a	V
ch674	e674	n/a	V
ch675	e675	n/a	V
ch676	e676	n/a	V
ch677	e677	n/a	V
ch678	e678	n/a	V
ch679	e679	n/a	V
ch680	e680	n/a	V
ch681	e681	n/a	V
ch682	e682	n/a	V
ch683	e683	n/a	V
ch684	e684	n/a	V
ch685	e685	n/a	V
ch686	e686	n/a	V
ch687	e687	n/a	V
ch688	e688	n/a	V
ch689	e689	n/a	V
ch690	e690	n/a	V
ch691	e691	n/a	V
ch692	e692	n/a	V
ch693	e693	n/a	V
ch694	e694	n/a	V
ch695	e695	n/a	V
ch696	e696	n/a	V
ch697	e697	n/a	V
ch698	e698	n/a	V
ch699	e699	n/a	V
ch700	e700	n/a	V
ch701	e701	n/a	V
ch702	e702	n/a	V
ch703	e703	n/a	V
ch704	e704	n/a	V
ch705	e705	n/a	V
ch706	e706	n/a	V
ch707	e707	n/a	V
ch708	e708	n/a	V
ch709	e709	n/a	V
ch710	e710	n/a	V
ch711	e711	n/a	V
ch712	e712	n/a	V
ch713	e713	n/a	V
ch714	e714	n/a	V
ch715	e715	n/a	V
ch716	e716	n/a	V
ch717	e717	n/a	V
ch718	e718	n/a	V
ch719	e719	n/a	V
ch720	e720	n/a	V
ch721	e721	n/a	V
ch722	e722	n/a	V
ch723	e723	n/a	V
ch724	e724	n/a	V
ch725	e725	n/a	V
ch726	e726	n/a	V
ch727	e727	n/a	V
ch728	e728	n/a	V
ch729	e729	n/a	V
ch730	e730	n/a	V
ch731	e731	n/a	V
ch732	e732	n/a	V
ch733	e733	n/a	V
ch734	e734	n/a	V
ch735	e735	n/a	V
ch736	e736	n/a	V
ch737	e737	n/a	V
ch738	e738	n/a	V
ch739	e739	n/a	V
ch740	e740	n/a	V
ch741	e741	n/a	V
ch742	e742	n/a	V
ch743	e743	n/a	V
ch744	e744	n/a	V
ch745	e745	n/a	V
ch746	e746	n/a	V
ch747	e747	n/a	V
ch748	e748	n/a	V
ch749	e749	n/a	V
ch750	e750	n/a	V
ch751	e751	n/a	V
ch752	e752	n/a	V
ch753	e753	n/a	V
ch754	e754	n/a	V
ch755	e755	n/a	V
ch756	e756	n/a	V
ch757	e757	n/a	V
ch758	e758	n/a	V
ch759	e759	n/a	V
ch760	e760	n/a	V
ch761	e761	n/a	V
ch762	e762	n/a	V
ch763	e763	n/a	V
ch764	e764	n/a	V
ch765	e765	n/a	V
ch766	e766	n/a	V
ch767	e767	n/a	V
